Data,Vendas,Loja
2023-09-30 17:31:34,211,Loja_A
2023-10-21 00:35:54,264,Loja_E
2023-03-22 16:12:47,245,Loja_D
2023-06-15 01:00:05,149,Loja_A
2023-08-19 00:01:33,370,Loja_D
2023-02-12 13:40:45,305,Loja_E
2023-09-18 09:32:22,82,Loja_E
2023-01-07 11:47:03,82,Loja_B
2023-07-28 17:42:47,250,Loja_C
2023-09-10 09:47:11,499,Loja_E
2023-08-14 12:38:49,234,Loja_D
2023-12-14 18:45:15,372,Loja_D
2023-11-20 16:10:41,389,Loja_A
2023-10-31 11:49:47,296,Loja_A
2023-01-10 21:03:30,348,Loja_A
2023-03-25 02:49:08,72,Loja_A
2023-03-23 18:24:41,111,Loja_B
2023-04-19 19:12:29,406,Loja_D
2023-01-26 04:01:48,60,Loja_B
2023-09-10 11:20:21,81,Loja_E
2023-08-29 11:21:31,435,Loja_D
2023-09-01 09:16:47,326,Loja_A
2023-01-06 00:34:54,76,Loja_B
2023-10-11 16:04:20,358,Loja_A
2023-05-14 10:28:03,293,Loja_D
2023-06-15 07:36:14,372,Loja_B
2023-05-25 19:09:43,441,Loja_E
2023-12-15 03:19:29,399,Loja_D
2023-09-18 23:09:47,452,Loja_E
2023-05-01 05:33:52,58,Loja_B
2023-12-11 00:50:30,183,Loja_B
2023-05-06 11:31:09,190,Loja_E
2023-08-10 00:37:42,377,Loja_C
2023-12-16 10:15:41,462,Loja_A
2023-06-02 16:35:04,173,Loja_B
2023-09-07 20:56:31,442,Loja_D
2023-09-23 10:42:22,322,Loja_E
2023-02-15 17:20:10,174,Loja_B
2023-02-11 04:27:36,205,Loja_C
2023-02-07 08:12:35,406,Loja_D
2023-07-11 02:52:31,420,Loja_E
2023-01-06 23:30:40,360,Loja_A
2023-08-22 05:26:27,299,Loja_C
2023-02-07 20:43:35,216,Loja_D
2023-01-01 09:06:31,310,Loja_C
2023-10-11 07:10:33,476,Loja_A
2023-04-13 16:03:17,496,Loja_A
2023-10-14 01:26:28,233,Loja_A
2023-11-18 04:01:27,479,Loja_D
2023-04-17 23:48:08,277,Loja_E
2023-11-06 11:13:10,106,Loja_E
2023-06-06 04:28:25,477,Loja_E
2023-09-02 04:44:04,273,Loja_B
2023-07-21 06:36:16,76,Loja_D
2023-11-30 21:57:47,492,Loja_A
2023-01-19 03:30:29,471,Loja_C
2023-09-20 20:43:42,61,Loja_E
2023-01-08 22:53:26,350,Loja_D
2023-10-24 12:43:32,206,Loja_D
2023-06-01 00:07:47,373,Loja_A
2023-08-29 05:26:51,237,Loja_E
2023-04-19 23:02:42,311,Loja_E
2023-03-15 01:47:09,306,Loja_C
2023-05-19 08:49:51,485,Loja_A
2023-07-17 07:23:12,103,Loja_E
2023-08-10 09:32:31,54,Loja_A
2023-04-21 18:53:03,89,Loja_C
2023-02-14 06:54:29,333,Loja_B
2023-03-27 15:51:12,156,Loja_A
2023-05-28 10:53:03,356,Loja_C
2023-09-18 02:37:25,334,Loja_A
2023-12-21 23:44:06,181,Loja_B
2023-04-01 11:22:10,428,Loja_D
2023-09-06 10:55:46,295,Loja_B
2023-05-09 04:16:25,494,Loja_A
2023-08-16 11:20:57,293,Loja_E
2023-05-22 08:37:43,367,Loja_A
2023-06-22 07:11:11,446,Loja_D
2023-07-26 16:05:53,114,Loja_D
2023-04-27 17:08:34,271,Loja_D
2023-09-12 08:41:20,437,Loja_C
2023-03-05 14:47:18,106,Loja_A
2023-12-19 17:07:00,82,Loja_D
2023-06-24 02:55:48,60,Loja_E
2023-08-15 23:34:16,84,Loja_E
2023-07-04 03:51:50,168,Loja_C
2023-03-24 15:15:48,106,Loja_B
2023-05-26 15:31:44,75,Loja_A
2023-11-23 00:59:05,186,Loja_D
2023-12-25 06:17:01,303,Loja_D
2023-09-27 22:13:06,321,Loja_A
2023-04-07 09:33:15,347,Loja_E
2023-04-05 20:24:30,206,Loja_D
2023-06-25 23:54:53,350,Loja_C
2023-05-13 07:14:39,77,Loja_B
2023-08-15 03:32:21,181,Loja_C
2023-07-13 20:18:25,426,Loja_C
2023-01-06 07:04:28,222,Loja_B
2023-06-28 23:30:09,223,Loja_E
2023-06-30 11:42:32,154,Loja_A
2023-01-07 01:33:37,329,Loja_C
2023-12-25 06:14:15,359,Loja_B
2023-07-22 08:03:11,267,Loja_C
2023-07-18 14:10:59,78,Loja_B
2023-05-13 12:50:10,80,Loja_C
2023-03-30 17:35:35,307,Loja_A
2023-12-26 00:49:43,295,Loja_A
2023-11-16 00:25:10,153,Loja_B
2023-09-17 10:46:19,238,Loja_E
2023-03-10 15:04:45,129,Loja_C
2023-09-22 19:35:13,200,Loja_C
2023-06-07 22:04:42,360,Loja_D
2023-04-25 00:08:58,460,Loja_C
2023-10-16 16:35:49,196,Loja_A
2023-09-17 22:48:07,378,Loja_A
2023-04-05 08:48:53,140,Loja_C
2023-03-10 07:18:05,159,Loja_B
2023-12-27 04:00:18,352,Loja_C
2023-05-02 14:41:15,443,Loja_D
2023-11-25 06:06:12,142,Loja_D
2023-07-27 12:16:09,336,Loja_C
2023-08-23 02:07:12,180,Loja_B
2023-02-08 00:17:50,106,Loja_B
2023-04-04 10:59:44,95,Loja_B
2023-10-28 01:07:16,129,Loja_C
2023-07-08 21:34:26,259,Loja_B
2023-08-07 07:13:06,110,Loja_D
2023-07-23 03:21:24,196,Loja_A
2023-02-23 15:04:10,51,Loja_A
2023-02-11 14:23:21,269,Loja_D
2023-02-04 00:34:38,75,Loja_B
2023-03-19 12:25:48,260,Loja_D
2023-12-10 12:49:15,487,Loja_A
2023-04-23 23:13:05,123,Loja_C
2023-10-19 22:15:04,280,Loja_C
2023-12-10 07:14:49,447,Loja_A
2023-10-29 06:06:56,392,Loja_E
2023-08-06 08:20:22,230,Loja_A
2023-07-26 04:03:43,443,Loja_C
2023-07-07 06:14:24,143,Loja_A
2023-09-05 14:50:39,391,Loja_D
2023-08-18 01:49:43,136,Loja_E
2023-05-30 16:36:17,400,Loja_B
2023-05-19 09:49:23,390,Loja_D
2023-03-29 05:40:59,142,Loja_C
2023-04-01 17:18:48,347,Loja_A
2023-05-01 17:53:22,270,Loja_C
2023-01-16 09:48:27,441,Loja_E
2023-11-25 23:30:05,486,Loja_D
2023-12-16 19:30:36,171,Loja_E
2023-07-19 13:03:19,268,Loja_D
2023-07-09 06:20:47,490,Loja_B
2023-03-26 04:48:42,345,Loja_D
2023-01-15 22:08:07,134,Loja_D
2023-05-28 19:13:00,269,Loja_D
2023-05-09 20:53:47,451,Loja_D
2023-02-18 02:53:59,417,Loja_B
2023-09-24 02:18:02,268,Loja_A
2023-09-18 10:51:32,112,Loja_C
2023-11-17 15:09:23,90,Loja_B
2023-12-26 10:57:30,449,Loja_C
2023-09-11 17:09:13,265,Loja_C
2023-08-26 00:54:40,271,Loja_B
2023-05-14 13:48:58,463,Loja_C
2023-12-05 07:22:13,394,Loja_B
2023-09-07 14:46:06,434,Loja_C
2023-11-07 23:48:49,231,Loja_E
2023-01-22 15:19:07,438,Loja_D
2023-08-28 11:14:13,148,Loja_B
2023-08-21 21:46:33,261,Loja_D
2023-03-23 10:34:17,304,Loja_D
2023-04-25 02:31:23,223,Loja_D
2023-03-29 08:27:15,85,Loja_E
2023-12-12 05:20:59,235,Loja_D
2023-09-26 15:28:05,110,Loja_D
2023-04-05 11:52:07,221,Loja_E
2023-11-27 19:55:33,485,Loja_C
2023-01-25 11:32:07,433,Loja_D
2023-02-25 06:47:57,301,Loja_A
2023-01-13 07:55:11,488,Loja_A
2023-08-14 02:55:58,228,Loja_B
2023-02-13 19:23:48,385,Loja_C
2023-05-24 00:43:09,199,Loja_C
2023-06-27 13:29:11,257,Loja_E
2023-03-10 07:54:02,283,Loja_D
2023-08-21 17:53:21,491,Loja_D
2023-03-03 23:26:09,287,Loja_B
2023-10-23 13:28:50,257,Loja_A
2023-03-13 09:42:02,233,Loja_D
2023-06-13 20:29:56,428,Loja_E
2023-03-17 09:48:51,171,Loja_D
2023-10-16 09:20:40,401,Loja_A
2023-01-27 13:30:53,57,Loja_C
2023-10-24 06:20:56,385,Loja_D
2023-03-12 06:38:09,285,Loja_A
2023-02-17 22:46:45,409,Loja_A
2023-01-18 15:54:18,490,Loja_E
2023-05-12 16:00:33,343,Loja_C
2023-04-01 17:40:46,259,Loja_A
2023-09-15 01:46:31,251,Loja_A
2023-10-02 03:40:22,149,Loja_B
2023-03-27 14:44:19,300,Loja_A
2023-04-27 11:11:27,368,Loja_E
2023-04-12 00:47:34,316,Loja_D
2023-04-09 23:14:11,90,Loja_D
2023-04-19 16:44:07,415,Loja_A
2023-05-05 03:36:30,62,Loja_E
2023-02-17 11:24:45,361,Loja_A
2023-06-20 10:38:57,325,Loja_E
2023-04-12 05:32:16,406,Loja_A
2023-08-14 01:40:37,94,Loja_E
2023-03-18 09:42:43,317,Loja_E
2023-04-05 00:46:33,251,Loja_A
2023-03-10 10:04:40,376,Loja_D
2023-04-24 15:37:02,487,Loja_B
2023-04-07 11:13:52,158,Loja_D
2023-10-09 03:45:11,454,Loja_D
2023-05-22 13:43:24,193,Loja_D
2023-08-31 15:25:21,406,Loja_B
2023-09-16 18:58:45,491,Loja_A
2023-09-03 19:21:03,65,Loja_C
2023-05-07 21:43:32,216,Loja_D
2023-01-09 10:53:54,210,Loja_D
2023-08-02 10:21:54,276,Loja_E
2023-01-07 09:45:21,327,Loja_C
2023-01-03 18:22:58,398,Loja_B
2023-07-03 10:28:40,73,Loja_C
2023-11-30 17:19:02,295,Loja_D
2023-04-27 21:03:26,364,Loja_D
2023-12-04 12:16:26,299,Loja_C
2023-11-20 06:36:33,130,Loja_C
2023-07-04 03:15:49,441,Loja_C
2023-01-30 04:37:29,467,Loja_C
2023-08-31 13:43:15,273,Loja_D
2023-10-22 03:25:28,258,Loja_C
2023-09-18 08:56:57,218,Loja_E
2023-05-12 23:23:52,125,Loja_A
2023-05-16 18:37:02,360,Loja_C
2023-07-06 00:15:04,371,Loja_A
2023-05-04 05:54:44,388,Loja_A
2023-06-22 08:34:06,97,Loja_E
2023-10-15 19:18:53,456,Loja_C
2023-06-19 20:40:41,439,Loja_C
2023-12-14 18:45:27,342,Loja_E
2023-03-10 06:28:11,414,Loja_E
2023-11-29 20:10:40,384,Loja_C
2023-04-23 21:11:36,225,Loja_D
2023-01-04 21:17:23,487,Loja_A
2023-07-08 15:57:13,390,Loja_B
2023-12-30 12:13:30,225,Loja_E
2023-10-19 22:07:30,270,Loja_E
2023-06-21 10:46:50,146,Loja_A
2023-06-30 13:51:01,55,Loja_D
2023-05-25 22:30:57,178,Loja_A
2023-03-18 01:53:09,130,Loja_C
2023-06-11 20:52:45,287,Loja_B
2023-03-16 02:08:35,486,Loja_C
2023-03-27 12:34:33,218,Loja_D
2023-09-29 15:13:43,272,Loja_E
2023-03-20 03:21:53,179,Loja_A
2023-05-18 13:21:33,442,Loja_A
2023-01-31 13:27:29,355,Loja_C
2023-10-29 05:27:34,468,Loja_B
2023-08-27 16:12:21,442,Loja_B
2023-04-13 10:00:45,366,Loja_C
2023-04-09 02:22:33,129,Loja_D
2023-07-15 05:31:38,454,Loja_A
2023-11-03 07:40:20,459,Loja_A
2023-05-15 19:31:21,168,Loja_D
2023-01-29 18:23:53,161,Loja_E
2023-03-31 23:50:46,223,Loja_E
2023-12-04 08:54:20,151,Loja_C
2023-02-13 13:15:29,146,Loja_C
2023-02-13 09:35:25,77,Loja_A
2023-08-14 17:36:45,163,Loja_D
2023-06-17 14:23:19,499,Loja_D
2023-01-23 12:15:19,181,Loja_C
2023-12-21 07:01:40,361,Loja_B
2023-01-31 07:35:31,92,Loja_C
2023-03-30 00:27:52,257,Loja_E
2023-04-12 03:47:13,414,Loja_E
2023-11-22 02:48:43,213,Loja_A
2023-12-12 09:56:31,203,Loja_B
2023-09-18 23:26:20,239,Loja_E
2023-04-28 15:03:15,281,Loja_B
2023-10-08 21:32:57,51,Loja_E
2023-02-01 21:35:55,425,Loja_A
2023-05-02 13:08:11,80,Loja_A
2023-09-09 06:15:36,305,Loja_D
2023-04-13 21:23:30,95,Loja_E
2023-12-04 13:23:02,334,Loja_C
2023-03-27 00:52:06,278,Loja_D
2023-04-23 06:54:58,63,Loja_E
2023-09-02 02:29:07,475,Loja_D
2023-10-26 10:09:17,333,Loja_D
2023-10-29 01:44:18,305,Loja_C
2023-11-13 17:51:09,212,Loja_E
2023-07-04 23:53:24,410,Loja_E
2023-09-25 04:40:31,152,Loja_A
2023-05-24 17:14:04,334,Loja_E
2023-03-18 17:37:27,225,Loja_B
2023-04-19 18:37:22,180,Loja_B
2023-11-09 14:18:31,81,Loja_B
2023-08-31 15:35:17,405,Loja_D
2023-03-16 22:21:33,61,Loja_D
2023-02-09 03:00:58,139,Loja_D
2023-07-28 15:13:34,470,Loja_E
2023-11-24 09:44:33,255,Loja_E
2023-10-22 09:45:37,389,Loja_C
2023-06-03 18:13:34,303,Loja_B
2023-02-13 10:40:59,87,Loja_E
2023-05-01 00:35:26,393,Loja_A
2023-05-09 11:25:11,365,Loja_B
2023-02-16 09:25:12,249,Loja_D
2023-09-18 22:54:30,475,Loja_B
2023-04-11 22:13:19,271,Loja_C
2023-06-06 01:29:13,164,Loja_D
2023-10-21 04:52:35,96,Loja_C
2023-08-15 20:42:50,215,Loja_A
2023-05-19 19:22:18,248,Loja_C
2023-04-29 03:01:47,216,Loja_B
2023-12-02 18:41:59,475,Loja_D
2023-01-24 22:09:57,164,Loja_C
2023-08-17 10:33:26,299,Loja_C
2023-01-27 05:50:40,350,Loja_B
2023-08-18 14:05:49,210,Loja_D
2023-12-25 17:23:54,322,Loja_A
2023-03-29 06:38:00,371,Loja_B
2023-08-02 17:46:18,476,Loja_B
2023-05-06 19:43:23,425,Loja_D
2023-10-19 18:09:51,331,Loja_E
2023-11-06 22:41:46,458,Loja_A
2023-03-05 14:45:28,342,Loja_E
2023-01-09 12:01:06,236,Loja_B
2023-06-23 20:31:05,220,Loja_D
2023-10-29 06:16:32,214,Loja_A
2023-05-09 09:02:55,376,Loja_C
2023-07-09 21:44:40,314,Loja_B
2023-05-09 04:57:31,305,Loja_E
2023-03-17 23:31:31,51,Loja_C
2023-08-30 04:28:09,421,Loja_B
2023-04-05 01:40:19,303,Loja_E
2023-09-21 01:10:02,468,Loja_E
2023-05-25 11:26:11,305,Loja_B
2023-01-30 14:46:07,119,Loja_E
2023-02-06 03:55:40,250,Loja_E
2023-02-03 06:04:30,325,Loja_D
2023-08-26 11:34:09,251,Loja_A
2023-04-20 21:18:51,181,Loja_A
2023-11-29 11:46:46,206,Loja_E
2023-08-26 06:37:47,435,Loja_B
2023-09-12 12:10:41,338,Loja_B
2023-11-26 02:56:24,118,Loja_A
2023-09-08 08:43:33,243,Loja_A
2023-10-30 02:22:22,261,Loja_E
2023-08-06 10:30:00,93,Loja_C
2023-03-30 09:15:34,177,Loja_A
2023-09-26 21:27:55,392,Loja_A
2023-10-30 22:49:10,445,Loja_C
2023-01-17 07:24:33,486,Loja_E
2023-04-03 00:34:15,142,Loja_A
2023-01-02 15:40:49,222,Loja_E
2023-10-23 16:33:46,443,Loja_E
2023-06-20 11:01:23,426,Loja_C
2023-05-13 19:57:35,356,Loja_B
2023-08-14 22:14:52,342,Loja_D
2023-06-15 19:26:23,321,Loja_C
2023-06-12 04:42:37,255,Loja_D
2023-07-17 03:22:43,395,Loja_B
2023-09-03 13:24:16,146,Loja_D
2023-06-30 01:03:12,408,Loja_E
2023-03-16 06:46:58,168,Loja_E
2023-12-01 11:54:00,156,Loja_E
2023-02-28 02:16:18,268,Loja_A
2023-11-03 08:25:13,428,Loja_C
2023-09-28 19:00:40,186,Loja_C
2023-05-04 11:54:24,150,Loja_B
2023-08-12 13:14:20,197,Loja_C
2023-12-12 13:44:31,197,Loja_E
2023-04-28 06:42:51,110,Loja_B
2023-07-08 03:59:11,309,Loja_D
2023-05-25 11:37:38,90,Loja_E
2023-01-06 21:38:33,458,Loja_E
2023-09-16 04:21:52,186,Loja_E
2023-05-27 20:21:16,359,Loja_A
2023-04-08 06:59:40,244,Loja_A
2023-01-31 03:30:30,442,Loja_D
2023-05-05 22:37:31,250,Loja_A
2023-08-25 14:19:38,142,Loja_C
2023-10-13 00:14:42,384,Loja_E
2023-04-01 15:36:20,82,Loja_A
2023-04-15 14:42:38,161,Loja_A
2023-11-14 15:53:14,460,Loja_E
2023-08-07 03:52:18,183,Loja_C
2023-05-28 17:59:24,469,Loja_E
2023-04-01 22:58:35,475,Loja_B
2023-07-29 05:05:09,130,Loja_A
2023-01-18 11:52:48,87,Loja_C
2023-03-25 15:37:10,484,Loja_B
2023-06-14 07:09:10,462,Loja_A
2023-01-14 02:04:34,187,Loja_E
2023-04-17 09:50:53,338,Loja_B
2023-12-10 07:29:12,69,Loja_E
2023-12-05 03:46:03,187,Loja_D
2023-04-17 18:56:48,413,Loja_D
2023-08-21 12:03:14,288,Loja_E
2023-04-13 17:01:26,389,Loja_A
2023-09-13 10:30:45,258,Loja_C
2023-03-07 16:44:55,337,Loja_D
2023-05-11 11:28:34,227,Loja_C
2023-01-20 11:15:32,272,Loja_B
2023-04-13 05:37:25,277,Loja_B
2023-07-06 06:30:44,330,Loja_C
2023-04-27 23:24:46,59,Loja_D
2023-10-11 11:05:44,134,Loja_B
2023-09-29 04:03:04,484,Loja_D
2023-11-07 14:52:36,340,Loja_D
2023-12-27 21:16:28,332,Loja_A
2023-09-08 02:01:12,230,Loja_E
2023-11-09 07:38:25,311,Loja_C
2023-08-14 07:49:04,134,Loja_B
2023-12-24 03:44:45,419,Loja_D
2023-09-23 15:41:37,227,Loja_B
2023-01-27 16:40:29,484,Loja_A
