Data,Hora,Consumo_energia,Temperatura
2023-01-23 02:42:41,12:33,578.6086733668315,18.767013278847926
2023-09-01 19:58:28,14:08,548.8129856860737,29.789261661069
2023-07-02 00:08:43,21:37,608.6988792209254,15.993295891968549
2023-11-30 13:28:33,13:05,402.8645165405001,26.016725937138062
2023-06-20 23:33:18,12:55,691.3951734361258,16.51048052316055
2023-11-03 20:32:12,02:54,469.62596784397454,33.73070142039458
2023-04-03 21:37:51,06:42,206.47911003124148,30.648876976501544
2023-11-27 01:00:35,16:26,577.123353921817,24.64901161050988
2023-04-24 20:36:25,20:18,628.5621556121548,19.423239365033456
2023-04-30 16:01:02,02:16,526.4441913863716,25.879710916370378
2023-05-13 09:18:27,13:22,365.71132297740166,20.59604672912897
2023-10-27 01:49:39,08:25,438.46055674841693,23.52113600803125
2023-07-29 21:04:04,15:40,690.900618623119,28.996073397236458
2023-03-11 00:11:53,04:37,463.43794604029557,27.680741914625813
2023-08-15 01:20:12,10:25,719.1682247839065,27.893041978761175
2023-03-31 22:05:41,02:05,324.20006441707204,30.41355852111686
2023-04-17 11:43:54,15:06,330.4809859915671,28.458649437875412
2023-05-28 17:35:29,14:02,257.82589949932037,34.84308208711768
2023-06-13 11:24:15,09:41,358.60647536339616,25.654526138174205
2023-12-20 16:33:03,21:22,322.9876252814728,24.556232923937074
2023-05-08 18:01:23,04:06,554.0439584717349,15.554373386540853
2023-08-06 04:35:48,06:55,737.2910637925211,19.463203624549863
2023-07-10 09:06:20,00:30,778.0050743372374,33.466679516732924
2023-04-27 12:27:35,14:50,332.0521421985991,20.506082850104733
2023-07-09 18:04:45,10:43,418.9443065707658,29.644229875452393
2023-11-23 01:14:26,11:22,773.1690301965142,20.980644297452997
2023-07-01 08:12:53,22:56,517.7049683076283,20.159929388850045
2023-10-27 23:34:38,06:03,700.0077672802282,23.784538442127175
2023-11-12 12:17:42,06:49,518.8080734703318,19.996430866387982
2023-05-27 07:47:06,23:12,306.23198549951485,25.214321217842244
2023-06-08 14:04:39,09:54,351.22193804181154,26.922719578748342
2023-08-20 05:06:02,13:00,783.7317296933958,21.66670393217415
2023-05-08 00:30:47,04:54,669.9031456671355,29.739330643935713
2023-10-15 12:16:02,11:07,627.3342169921384,33.95739241170895
2023-03-09 02:57:39,00:11,413.3276981400317,25.956974293024125
2023-07-27 09:28:38,11:44,419.07493362515726,27.661486351064127
2023-03-15 18:03:14,04:06,526.2259560085658,19.99610827773247
2023-10-18 19:09:35,06:02,210.61967066172912,18.000176990800373
2023-05-06 20:48:01,15:40,679.6358529873971,28.706687490092126
2023-10-20 04:38:25,16:41,562.5595641907278,26.484946890696015
2023-03-23 01:06:24,07:40,422.0970980670533,20.2046542367528
2023-05-26 17:32:45,20:20,291.91497414768446,26.835168180997687
2023-07-11 01:32:52,20:07,368.2212859634433,29.774407396191286
2023-08-04 06:52:14,04:01,471.74063425255184,22.568750099654803
2023-10-05 03:42:14,08:20,525.2443696735279,16.093213534879695
2023-02-11 12:40:07,00:46,333.0018494525144,22.752207153835005
2023-12-07 23:09:15,20:38,783.176548343916,29.968619372170156
2023-09-11 10:54:05,12:27,704.2770346814366,24.0548202797062
2023-08-03 04:34:01,10:27,632.2273101689619,17.61518358493889
2023-03-24 00:37:48,07:59,768.9104302273138,32.62881866053984
2023-05-28 16:52:00,02:35,443.07246027002645,33.55484730808653
2023-09-06 10:53:15,02:52,230.9581136099253,17.094949059527277
2023-12-14 03:04:12,13:01,546.9402333891278,17.329218881998376
2023-06-03 04:07:15,12:06,511.7830170233183,20.52285035227328
2023-06-24 07:14:14,03:57,689.8107842133863,30.211507006479025
2023-02-10 01:26:57,17:53,220.3474169619208,21.891676369599118
2023-04-16 23:16:16,11:10,481.18028436549065,31.492756223796384
2023-06-01 18:21:39,14:45,253.3131967692084,33.82377370463258
2023-09-13 18:08:54,08:29,413.9923161966716,33.74868172803035
2023-12-07 07:40:17,10:15,540.0906116586534,30.11896561812682
2023-09-25 05:32:15,10:47,642.0365639478923,23.449308182279132
2023-07-05 09:55:19,06:28,243.52562385904545,24.83630135836757
2023-12-26 07:55:16,16:23,270.8383795122674,18.504578217398137
2023-01-08 07:16:41,16:28,693.5990640338721,23.731464148694727
2023-09-02 10:40:44,10:26,505.7295288260882,33.69535015143823
2023-03-11 17:02:41,21:40,387.85341878241474,21.773855667726664
2023-05-25 05:28:05,01:45,493.5919800940411,17.51702590966166
2023-07-19 00:17:31,14:03,331.3203747433056,34.60841837133556
2023-01-30 09:57:09,17:44,797.8472675354462,19.456736937339222
2023-02-28 20:28:29,22:23,688.6717357322818,31.650656804604928
2023-10-23 02:38:50,09:49,681.4783400716944,31.205896120773907
2023-10-18 07:49:03,19:39,611.9059883452652,23.81711123919103
2023-06-19 13:04:56,18:04,622.0698630859824,30.44131925899051
2023-10-21 09:45:14,12:17,675.4489680477773,16.763846243776847
2023-02-28 12:33:23,12:09,333.54290272966745,33.11209142117251
2023-01-05 02:38:18,20:46,577.0525532620206,22.359236755096383
2023-12-11 01:59:46,14:12,333.6564436676859,30.940434313259907
2023-07-03 13:58:20,20:59,312.06436471645793,28.57091479285765
2023-03-08 09:40:58,14:10,317.2542921004164,22.78987739461069
2023-09-26 05:17:23,21:08,550.6000610009959,25.429721303136198
2023-07-29 11:36:27,15:59,705.1657930930403,21.024185742341746
2023-09-10 04:53:35,15:12,371.4096732553918,21.474326539160856
2023-06-06 11:25:24,00:15,364.4206241998515,16.062857757892832
2023-05-24 23:22:57,05:02,260.688463001049,17.347461258977525
2023-06-27 13:58:44,11:18,681.003803297371,31.692472094749434
2023-08-26 15:14:44,04:44,375.64087384511384,32.06619635655393
2023-08-22 15:34:30,22:26,532.2505902949599,22.976126361039316
2023-04-11 13:20:17,21:39,274.07322479280174,24.478372799571616
2023-08-17 22:00:17,09:19,793.0689318789541,27.0454748792626
2023-04-22 14:36:09,22:58,660.7775318296482,25.617158617557244
2023-03-21 11:55:35,03:45,505.7764298461923,34.56172209774071
2023-03-12 01:10:01,16:47,368.4149999612165,20.0833567348127
2023-05-22 10:13:40,13:05,288.66156355497,34.85184149863902
2023-02-01 22:11:40,23:00,501.531568077423,29.356872475353335
2023-04-20 06:41:14,22:18,640.7512844916926,20.68566947503785
2023-09-14 14:10:53,22:07,376.9175652804903,21.402506385727854
2023-10-28 16:03:28,16:34,410.51184913484553,26.847070079287306
2023-01-28 20:24:26,19:12,455.2010754566787,21.878753244885196
2023-01-09 11:48:03,11:41,348.6738973787152,23.224605860464738
2023-11-27 17:46:49,11:45,466.9142145079244,31.893167675583484
2023-07-11 04:01:16,07:34,524.5345319586336,29.096320984481537
2023-09-10 12:13:07,21:37,427.4393393265308,26.171454019087104
2023-05-06 03:42:34,18:15,630.7173926826661,15.14591178749008
2023-03-21 04:01:38,08:32,270.93540968176217,31.816753727429138
2023-01-02 05:18:23,22:34,788.4208672921499,34.5003167887688
2023-12-12 04:12:56,07:36,458.5814347603368,23.273877786354632
2023-07-02 07:24:46,18:30,277.37894333656413,29.9973288842723
2023-05-13 18:18:41,23:33,281.3208409352712,33.57736776830333
2023-11-15 22:01:32,02:56,789.0085701273297,29.871110622101355
2023-03-17 03:13:57,05:34,219.92868311903007,22.08832360524987
2023-08-03 22:14:46,10:33,335.3093243395744,21.057570030738056
2023-08-06 15:12:06,03:35,581.9302600709068,24.481913544647675
2023-06-13 22:09:34,19:30,494.0940402104653,32.9971388156052
2023-07-28 15:38:28,23:04,739.4035907755963,26.119657004818734
2023-03-15 00:16:54,20:09,731.5288509250902,27.619432802203328
2023-06-10 19:40:49,20:06,779.5991987426231,23.41517928358268
2023-09-04 02:25:31,09:01,200.42943973869546,16.86556024331996
2023-10-16 04:06:34,05:49,709.2048991969085,24.412591958812346
2023-01-28 10:18:50,16:36,614.914352341244,30.56332421956887
2023-03-13 14:53:14,05:25,440.1777336581598,32.826280323882344
2023-03-11 21:15:27,15:27,492.87174865999646,15.374865521346944
2023-01-14 09:14:34,20:48,628.8374458770465,21.554981477616526
2023-01-20 06:08:29,07:48,535.2961336069601,15.636029792950179
2023-10-24 16:02:21,15:46,307.7435931177883,29.59967957544263
2023-04-14 22:29:44,13:29,335.74797951369305,25.950982253024527
2023-12-07 20:15:42,01:27,513.4070070937673,22.08378566466505
2023-10-05 03:02:00,20:02,582.5741152474925,19.632040225434388
2023-12-25 23:14:30,06:49,281.59340921806233,27.127584088499134
2023-05-05 09:04:53,03:25,391.6722726281288,17.1155241239184
2023-05-15 01:01:26,21:55,283.78329252677315,25.310375131584504
2023-12-22 06:38:14,08:11,452.8433025088542,15.719981259937128
2023-07-05 15:57:54,20:55,748.2136775728716,16.35173432619752
2023-08-05 04:24:27,23:31,652.431077444985,33.53643132597183
2023-07-25 09:16:42,23:58,302.0884216375581,33.40844235219996
2023-02-20 23:59:52,13:38,674.1333852206646,22.123929433108813
2023-05-05 16:05:34,12:31,697.0163903137352,34.86394325024145
2023-07-02 16:40:01,10:46,549.6419558478351,31.747299876205954
2023-11-13 11:02:12,22:03,514.4474615934197,19.92363042141877
2023-01-03 04:35:44,04:11,202.41948985418307,20.83261895475475
2023-08-10 08:55:13,01:57,456.94118124669296,21.90339365655957
2023-04-25 23:38:30,08:50,350.08156340455696,34.59400604591656
2023-04-04 12:30:14,10:32,267.9004297132703,22.13205172387685
2023-05-15 00:50:34,02:50,329.32790839636357,22.025674561148364
2023-08-02 08:38:56,10:12,409.93969802262586,30.518545966179467
2023-07-28 10:58:34,03:40,430.5830731438682,30.29586363270384
2023-04-05 00:12:12,12:41,240.1902649700091,32.85122850547722
2023-10-09 04:19:21,06:13,227.84823525538337,30.596588481227357
2023-11-05 15:27:08,01:54,370.36565637670924,30.788649339007726
2023-12-03 18:47:15,02:06,248.27771522698484,15.326237738111015
2023-08-01 00:19:58,21:06,365.958838024714,16.107150372957207
2023-05-14 13:28:46,20:31,273.6632124173999,30.17368823752424
2023-08-01 15:09:08,01:11,313.55793569825994,17.281145401637367
2023-07-06 11:00:34,14:35,622.2837721017509,18.123024353934618
2023-03-04 21:42:24,02:44,707.0104272956207,29.855960027480926
2023-08-26 23:32:06,02:52,567.9378104450554,28.478984765107093
2023-07-19 05:37:10,05:12,254.4056625707218,23.85783587681727
2023-09-15 02:27:16,11:31,633.3948587494181,28.53255688156726
2023-08-30 00:21:05,21:36,211.14304106846856,21.584739405177114
2023-05-16 20:50:19,10:33,705.3124582620269,21.863257646106053
2023-07-19 13:54:12,22:33,497.5241993477237,24.475390515998626
2023-05-19 07:33:59,16:01,741.4695168352462,32.02241178128385
2023-07-01 16:26:17,06:59,506.9908833979231,33.058268915192855
2023-05-16 22:51:22,11:20,594.1826958262188,33.8017988329305
2023-09-30 01:55:57,19:30,286.4635145008475,28.82270592087558
2023-09-20 00:16:06,06:15,466.53266873944676,20.58878230854522
2023-10-08 09:05:32,14:12,780.3415506155935,18.46867072961768
2023-02-05 07:48:18,11:56,534.1944480733363,16.298415167860828
2023-01-07 05:21:23,18:48,698.5583813733065,31.0306542310468
2023-10-07 11:23:13,01:16,212.44040398762246,27.143734601715824
2023-12-12 19:52:19,23:21,701.5628077717831,32.245144106664306
2023-04-29 01:00:07,08:27,632.2240480340765,17.3549668683805
2023-02-06 23:49:07,20:58,248.12779517481175,29.956989030991195
2023-05-26 23:50:08,17:46,300.4319681286753,20.77390375593165
2023-10-27 22:22:29,20:22,214.42737467009513,17.124895591286744
2023-05-08 01:52:26,18:47,646.0837146298134,31.93783967351569
2023-09-10 16:32:37,04:53,752.200530516344,32.72046135457991
2023-06-15 23:45:31,09:25,293.8932526404754,30.086239821633498
2023-08-23 09:30:53,00:09,636.772252318603,15.731427310313556
2023-05-17 03:33:36,05:17,467.21548119775633,15.511839129874643
2023-12-23 02:52:28,01:34,319.9267838294692,34.62203236292328
2023-01-17 01:51:02,05:50,609.2440009782676,32.643100538515256
2023-05-20 17:32:53,18:58,676.1133705533882,31.673435103114493
2023-11-18 12:46:49,21:16,212.40709388847893,24.353155468009525
2023-05-08 01:03:23,07:22,552.5311561508238,25.86671784247406
2023-09-10 01:20:08,09:14,613.5757235355214,18.84584846662908
2023-03-15 18:42:37,14:59,548.83259683803,16.178466916475255
2023-06-11 16:19:24,16:59,693.1298539136401,23.20505604455009
2023-06-09 05:28:33,04:59,289.38781773542905,22.771016337778526
2023-10-24 07:42:53,13:53,644.1644970936532,33.79976663911893
2023-01-29 16:49:01,02:25,311.89963315594974,33.7788488040958
2023-07-25 05:50:02,01:06,390.8857580374913,27.663453191752687
2023-07-08 02:28:35,17:45,613.4119229599639,34.53185038432886
2023-01-21 18:28:42,20:32,661.3461274589606,21.37665342767408
2023-02-19 01:54:22,16:33,576.4588393825517,16.851456772342676
2023-09-23 19:39:22,12:30,671.4496362663557,16.650807584415436
2023-02-21 04:58:18,04:35,337.4989181232304,21.472730463982217
2023-08-25 14:37:06,05:50,505.77956850929365,17.01066427875865
2023-11-04 05:21:14,20:30,302.9581707989581,30.08408564667856
2023-02-03 22:31:05,18:18,282.4282814769018,15.712052752448765
2023-04-22 00:43:40,19:54,430.6781284657297,20.73391514776373
2023-05-31 19:41:59,17:57,367.6948118303129,25.27994550327615
2023-06-27 02:56:38,09:48,623.7074790817965,28.785852203024383
2023-10-31 02:54:48,09:45,426.08625480883586,29.88949372181989
2023-01-11 08:55:46,11:02,359.30461257469574,27.040261271908513
2023-07-25 10:35:27,12:13,395.9926783061494,31.604393858931907
2023-09-20 15:12:51,03:46,566.6920169101422,31.882945140270653
2023-09-17 20:24:49,08:13,673.0439838438554,18.983049614374067
2023-06-14 21:36:05,18:50,418.199644626223,23.91843549144012
2023-04-21 09:13:21,13:59,719.0487735507381,34.30466521880148
2023-07-01 11:59:17,06:25,668.5093151783399,29.760954002506946
2023-11-18 06:44:06,13:31,252.51302267401854,24.34628525925268
2023-05-11 11:07:44,12:34,340.049795053013,21.193111646311657
2023-06-21 02:03:51,21:31,605.7140956110172,27.560236764560162
2023-09-23 20:31:49,11:58,334.91044079380265,25.447754400114114
2023-12-26 01:08:34,07:34,569.5080351553557,19.166233211205565
2023-09-21 19:33:04,13:17,502.741391039148,24.413492099792933
2023-08-02 22:58:35,11:24,225.31190917776317,17.74003950225399
2023-07-21 14:13:57,18:47,780.89447380314,20.76179847638279
2023-03-22 15:33:09,15:39,321.3905707513392,16.238955844194468
2023-06-15 13:49:42,16:36,728.4961214456872,31.692121121040174
2023-05-15 13:03:19,03:02,221.56836171875742,28.80989868446968
2023-08-01 10:59:45,05:57,669.4218118149154,24.07918238047081
2023-03-21 16:40:56,15:48,720.6461875492467,21.79831992417929
2023-11-19 02:00:38,18:31,469.0434092216243,17.43795749610178
2023-03-19 03:42:52,00:46,617.7389864108067,24.49245416494046
2023-09-09 03:31:39,16:22,449.34450482381226,32.86064353292738
2023-07-17 03:00:08,00:37,509.88708913857175,29.7767951625378
2023-05-02 14:13:56,11:41,794.2537992495941,22.154418315043475
2023-03-10 13:05:54,19:52,320.24901912292324,26.49866731276793
2023-02-20 09:22:42,22:48,432.69183985258474,27.465516708899536
2023-10-23 07:25:29,04:37,589.367755433552,30.940939362780753
2023-11-29 09:53:05,18:36,558.1752274957153,24.572684832494872
2023-05-15 21:39:04,04:22,333.6674396461175,15.374477608770494
2023-02-02 09:35:56,05:33,299.3439813091868,19.25971797196663
2023-07-27 11:07:12,00:37,616.8666624994494,18.504443184111814
2023-08-24 11:50:47,12:52,246.57717131609877,19.648415656596057
2023-11-06 14:11:16,04:38,488.3294261763526,28.841486660674654
2023-05-05 21:39:54,12:40,285.78089334959276,31.002733942475917
2023-02-11 13:34:02,09:47,756.0118401685796,29.620518268055914
2023-01-06 03:56:40,10:41,529.4997109724579,33.057793956652446
2023-10-15 06:34:13,06:02,207.5366594977497,31.57912410628346
2023-02-03 10:59:49,02:40,222.90769618681412,29.08304834751065
2023-04-09 13:58:10,20:07,288.0248637964906,27.989872876406842
2023-04-24 09:55:59,16:35,710.9168318607194,17.861848409159276
2023-07-11 05:19:12,15:25,271.96897934829894,24.165408956901295
2023-08-11 22:21:37,20:26,398.555907348124,34.695561118527834
2023-06-27 03:15:50,01:40,608.8282016220342,29.494063711463436
2023-01-04 16:15:11,03:41,645.4013639768107,32.56417200961462
2023-12-22 07:00:39,15:53,273.48328954165305,24.215106291999188
2023-10-11 06:55:36,16:47,600.5878094730804,15.996520502054931
2023-10-01 19:54:26,08:00,284.4772285996597,28.19102014610838
2023-01-14 09:29:16,18:45,516.3206084659719,20.145061957406966
2023-10-21 00:33:15,06:24,320.8828612541176,32.5406606143217
2023-04-07 10:16:58,12:21,729.6347656313073,34.486801277106096
2023-01-13 07:58:06,11:48,776.7262609309848,17.323854603619647
2023-04-11 17:06:19,03:25,377.66703580709355,21.295720338408053
2023-02-02 22:08:55,04:36,672.8251692866711,34.055367329586666
2023-02-09 22:45:20,03:35,672.8789950169096,33.29298067476451
2023-02-27 08:34:24,00:04,775.7036716917896,27.7141423267835
2023-08-06 23:54:31,06:43,731.2234503337304,16.201885867338216
2023-04-28 19:54:51,22:10,334.1359067148178,15.12096630323931
2023-05-01 09:51:47,23:41,398.46477616777094,18.996481895987223
2023-09-15 05:37:26,03:53,529.5131980162546,34.46159634819604
2023-10-13 09:16:49,15:45,593.9250353831012,21.39941473141492
2023-02-28 03:32:08,21:18,619.9653718302139,24.260634573746785
2023-06-06 23:11:40,20:37,657.3695320360478,31.48649422664622
2023-11-25 22:08:36,13:45,454.0956246157223,27.174442942833572
2023-06-09 10:04:26,05:11,636.1258774992365,24.040495701474867
2023-07-16 22:22:42,01:42,553.0248668067,26.548709120070782
2023-10-14 00:53:00,02:08,395.64418089662206,29.747625753671038
2023-11-17 06:28:04,22:56,705.1950298960095,34.36168284239112
2023-09-01 00:15:15,15:47,608.0540332959035,20.19569155704952
2023-10-27 04:57:00,06:48,667.4775082320281,25.21700678899399
2023-11-09 16:38:07,04:41,751.0041859669501,31.37514648131146
2023-06-24 05:08:19,06:39,568.3624895372382,31.58094955037456
2023-09-26 17:12:52,16:06,435.120824219522,27.97881192425182
2023-03-27 21:09:42,12:40,299.8235715932696,27.2005223552772
2023-05-19 14:29:22,23:24,570.8715732641815,32.48457063306371
2023-08-26 16:55:03,22:49,388.56214209480106,33.468439148000655
2023-06-17 13:19:12,10:05,796.1675526454225,29.25587711326796
2023-02-07 22:14:21,19:30,535.4706574743946,26.103905521766034
2023-10-27 22:20:12,23:52,373.24926488296444,18.5212092330201
2023-08-13 03:54:13,15:45,780.2597203895813,34.115134761910134
2023-01-04 02:17:32,01:39,469.8989433627394,32.116558127952636
2023-09-19 05:02:33,20:14,333.99621762884044,22.00906478408797
2023-09-27 11:30:52,07:27,473.0345485414863,30.255382931840188
2023-06-26 01:23:48,04:18,561.7567848731267,32.42561037398944
2023-03-09 16:28:21,04:00,598.4675152495422,21.234897423857
2023-02-05 02:43:34,11:41,398.5107572737436,29.043016638047987
2023-07-28 09:14:27,01:58,287.9431321687997,26.11877935464723
2023-09-30 23:29:15,19:58,571.1304979448128,24.661459772305086
2023-07-13 16:45:26,06:58,500.29881026613066,34.25763471032944
2023-08-16 13:51:17,02:33,649.2397332874534,30.508014172404
2023-08-25 21:50:32,04:09,329.84443696144876,31.22588538875252
2023-04-23 04:18:36,17:55,366.60226722819976,26.114963082895258
2023-08-11 17:08:56,13:55,400.3229418322562,24.105180462891283
2023-08-06 02:46:18,11:40,594.5345437392822,18.0952021060963
2023-05-31 17:29:02,11:12,270.732037017327,15.366421521093645
2023-08-05 07:27:44,22:24,507.8502804602156,16.84695480991102
2023-10-02 12:32:31,02:23,210.16379156254249,33.36956029296367
2023-11-13 01:04:43,19:11,307.7094427560581,26.99279682213433
2023-03-10 12:15:09,09:21,364.0455825492733,33.725048369382705
2023-01-02 04:45:04,04:11,639.4207170013423,30.353921043083616
2023-09-24 15:16:15,23:58,667.218787106415,22.67989456039317
2023-07-22 00:12:21,08:02,724.3053065090006,28.08225356346335
2023-05-03 21:11:12,21:28,439.7899903031474,28.862305747528122
2023-08-04 15:27:50,02:01,559.5279630820824,30.34222692110242
2023-09-18 01:06:53,03:15,676.3834321798795,18.39863630268
2023-08-11 14:59:38,15:23,488.5803988939416,24.47286927705847
2023-10-29 12:35:50,21:24,735.121370028173,30.343630021696743
2023-02-11 15:16:50,10:01,382.8587922759684,16.665279575444863
2023-04-04 14:10:27,10:53,599.9991680475808,28.983765447212946
2023-01-08 09:16:44,14:53,257.48398535512786,16.826862023436856
2023-01-29 22:29:01,22:06,327.92956811218,26.90434652109449
2023-10-29 15:37:21,03:44,370.50270177245227,34.98681133374782
2023-12-15 03:01:17,12:07,513.5116981645583,20.3664021338567
2023-06-09 00:23:56,09:31,358.91067882357254,16.06364261064046
2023-02-25 14:08:58,11:21,466.74394074067,34.97209892209226
2023-09-23 13:20:58,09:12,426.3148282568697,28.793586518266384
2023-04-21 20:10:03,20:23,707.6379026387046,28.93269478194206
2023-11-21 13:21:06,05:55,292.3339036055165,21.68827736349132
2023-02-15 08:47:46,06:23,705.890500170196,27.128144189274074
2023-06-22 15:43:03,21:26,713.7615687358085,30.400627480764904
2023-03-12 15:13:30,16:25,667.5415142237853,31.590239890394344
2023-12-17 17:25:33,21:58,265.1398707328737,21.85715349935647
2023-03-03 22:17:00,01:23,230.4084670327246,29.10758617847635
2023-08-18 22:40:07,09:40,217.79026431920084,23.750390544892362
2023-04-05 02:54:30,04:07,485.8994233738557,31.03614369770471
2023-03-28 06:18:14,10:45,300.1990031689387,32.6706532870634
2023-02-19 11:17:17,03:55,223.21595502566808,15.609634463489604
2023-08-15 14:06:03,00:10,218.6905285199955,18.82810879596445
2023-09-29 10:56:05,07:33,756.5614277557091,19.572577355499664
2023-07-28 21:32:21,09:32,751.5592847881438,30.372207140913037
2023-01-16 03:56:57,18:08,509.12361048243264,33.584947927880776
2023-01-17 05:12:04,12:25,504.9631917048109,23.04188825651991
2023-08-10 06:13:14,20:43,330.54655333074857,26.717251993458525
2023-01-11 23:37:42,12:29,443.1869013903875,25.287517754417323
2023-12-23 00:25:00,05:36,393.29703350093234,28.595826737289734
2023-07-27 08:32:32,12:09,723.2575696092515,26.8242854446514
2023-10-23 22:28:04,19:43,288.3491324881383,17.956672556364527
2023-10-28 22:33:16,20:04,499.11874097637093,26.401818151644463
2023-08-04 03:07:02,05:42,772.1829502450001,24.1204156702703
2023-06-17 21:24:12,18:37,450.37158441874755,21.011728718590458
2023-12-13 14:04:55,20:50,307.1843906210047,26.80518336190503
2023-02-05 14:39:20,10:58,395.20236721072206,19.284079065562963
2023-09-10 21:08:16,21:00,483.5552700315348,34.58409622277171
2023-01-09 10:42:29,23:30,503.8034351553277,28.036421930170512
2023-07-04 16:33:12,07:45,421.64463135525125,34.20505203486125
2023-11-13 10:10:38,23:14,651.1322683563407,27.730762070061523
2023-08-21 04:47:55,16:38,316.5259493558316,15.968578031677838
2023-06-21 14:54:54,22:43,369.20145595762136,17.343134214581035
2023-10-29 07:36:09,02:44,790.0282963456732,28.34509316567876
2023-10-02 00:03:29,17:44,339.227555752517,25.902296678130316
2023-11-21 20:58:02,13:22,259.15719111360914,23.589903989828148
2023-06-22 22:40:40,03:08,769.5203543707279,25.08657417784336
2023-04-01 18:10:54,22:01,399.88766924046797,28.16680879671357
2023-07-05 16:58:50,11:26,367.8979907050003,34.81157269438123
2023-01-13 11:43:33,15:46,346.2020687130184,16.040639904799793
2023-03-31 23:28:14,05:55,526.9208621716014,19.001963086237343
2023-11-19 00:07:09,15:54,465.5600990959208,30.97523328547446
2023-04-21 05:10:50,00:18,294.45191174360025,28.44079066644666
2023-05-22 07:10:38,20:51,753.7985388958747,19.81159420366967
2023-03-31 08:03:21,00:36,713.5960813991825,27.460971758266485
2023-05-17 13:12:33,17:27,472.97891357772863,17.15374649106745
2023-01-16 06:41:54,01:22,628.8686655803633,31.598917594309878
2023-05-21 07:13:38,09:48,483.3728550200118,20.364603470292003
2023-05-31 04:12:29,00:35,492.3403971604591,23.88315145224531
2023-11-08 14:53:17,22:14,580.1736086967767,30.330521809031737
2023-02-17 10:42:35,14:15,650.008034939018,16.632290819955923
2023-08-27 23:51:41,11:20,669.7137825052496,20.129421602341694
2023-08-01 12:03:10,09:23,384.5544997488442,32.91412277653956
2023-09-08 07:08:14,22:55,744.495492324664,24.158214936799055
2023-12-15 05:33:36,14:27,738.7491693797148,29.895381439763856
2023-08-15 09:36:37,09:11,227.64613055569984,34.16142554489333
2023-07-13 12:56:35,19:43,764.2081376586012,24.409238077617236
2023-08-12 18:55:51,02:41,433.37445205982715,32.24103961560583
2023-06-23 21:43:39,00:35,317.4917550557859,18.258277022903012
2023-05-07 07:15:47,16:50,648.004601129976,15.068542997863045
2023-12-02 14:03:26,22:15,232.86317735994328,18.505675014516612
2023-06-15 22:23:33,07:52,736.0902216574009,18.876825258993584
2023-05-13 01:40:32,05:27,706.7849043325634,17.607048046342527
2023-08-18 05:21:48,21:17,425.839618936764,31.497501482367795
2023-05-27 14:34:17,11:19,534.2908015773414,16.865571724270385
2023-11-22 04:36:12,13:51,609.1216244384278,17.624810955655185
2023-09-15 03:21:24,08:24,558.3680002894955,21.537237983771355
2023-12-16 03:02:46,23:26,295.2388636887436,16.727981598896754
2023-11-13 07:14:36,01:30,668.4802093471762,30.9167917221627
2023-05-07 22:25:08,09:11,744.210976867557,28.310421066133834
2023-04-28 14:28:13,05:31,636.1024909356961,31.69150383557756
2023-12-07 11:41:11,06:39,272.3200685317877,32.17409885999015
2023-07-15 10:55:37,09:54,775.429497543486,22.411468443817622
2023-06-25 11:20:47,14:41,583.6011451238217,20.843994311550702
